,ADD_DATE,APPLIANCES,ART,BEVERAGES,BUILDING MATERIALS,CABINETRY,CARRIER_OPERATION,CHEMICALS,"COAL, COKE",COMMODITIES DRY BULK,CONSTRUCTION,CRANE,DBA_NAME,"DIRT, SAND & GRAVEL",DOT_NUMBER,DRIVE AWAY/TOWAWAY,DRIVER_TOTAL,EMAIL_ADDRESS,FARM SUPPLIES,FAX,FRESH PRODUCE,"GARBAGE, REFUSE, TRASH",GENERAL FREIGHT,"GRAIN, FEED, HAY",HM_FLAG,HOUSEHOLD GOODS,Hazmat Cargo Tank Trailers*_OWNED,Hazmat Cargo Tank Trailers*_TERM_LEASED,Hazmat Cargo Tank Trailers*_TRIP_LEASED,Hazmat Cargo Tank Trucks_OWNED,Hazmat Cargo Tank Trucks_TERM_LEASED,Hazmat Cargo Tank Trucks_TRIP_LEASED,INTERMODAL CONTAINERS,LANDSCAPING,LEGAL_NAME,LIQUIDS/GASES,LIVESTOCK,"LOGS, POLES, BEAMS, LUMBER",Limousine 1-8*_OWNED,Limousine 1-8*_TERM_LEASED,Limousine 1-8*_TRIP_LEASED,Limousine 16+_OWNED,Limousine 16+_TERM_LEASED,Limousine 16+_TRIP_LEASED,Limousine 9-15_OWNED,Limousine 9-15_TERM_LEASED,Limousine 9-15_TRIP_LEASED,"MACHINERY, LARGE OBJECTS",MAILING_CITY,MAILING_COUNTRY,MAILING_STATE,MAILING_STREET,MAILING_ZIP,MCS150_DATE,MCS150_MILEAGE,MCS150_MILEAGE_YEAR,MEAT,"METAL; SHEETS, COILS, ROLLS",MOBILE HOMES,MOTOR VEHICLES,Mini-Bus 16+_OWNED,Mini-Bus 16+_TERM_LEASED,Mini-Bus 16+_TRIP_LEASED,Motor Coach_OWNED,Motor Coach_TERM_LEASED,Motor Coach_TRIP_LEASED,NBR_POWER_UNIT,OIC_STATE,OIL FIELD EQUIPMENT,OTHER,PAPER PRODUCTS,PASSENGERS,PC_FLAG,PHY_CITY,PHY_COUNTRY,PHY_STATE,PHY_STREET,PHY_ZIP,PRODUCED WATER,"RCOK, DIRT",RECENT_MILEAGE,RECENT_MILEAGE_YEAR,REFRIGERATED FOOD,"ROCK,SAND,GRAVEL",SAND AND GRAVEL,"SAND,GRAVEL",SEWAGE,School Bus 1-8*_OWNED,School Bus 1-8*_TERM_LEASED,School Bus 1-8*_TRIP_LEASED,School Bus 16+_OWNED,School Bus 16+_TERM_LEASED,School Bus 16+_TRIP_LEASED,School Bus 9-15_OWNED,School Bus 9-15_TERM_LEASED,School Bus 9-15_TRIP_LEASED,Straight Trucks_OWNED,Straight Trucks_TERM_LEASED,Straight Trucks_TRIP_LEASED,TELEPHONE,TOOLS OF TRADE,TREE EQUIPMENT,Trailers*_OWNED,Trailers*_TERM_LEASED,Trailers*_TRIP_LEASED,Truck Tractors_OWNED,Truck Tractors_TERM_LEASED,Truck Tractors_TRIP_LEASED,U.S. MAIL,UTILITY,Unnamed: 0,VMT_SOURCE_ID,Van 1-8*_OWNED,Van 1-8*_TERM_LEASED,Van 1-8*_TRIP_LEASED,Van 9-15_OWNED,Van 9-15_TERM_LEASED,Van 9-15_TRIP_LEASED,WASTE WATER -SERVICE,WATER WELL,XBUILDING MATERIALS,XCONSTRUCTION,"XGARBAGE, REFUSE, TRASH","XLOGS, POLES, BEAMS, LUMBER","XMACHINERY, LARGE OBJECTS","XMETAL; SHEETS, COILS, ROLLS"
0,08-MAY-02,,,False,True,,C,False,False,False,,,RUFF'S SETUP & TEARDOWN INC,,1026993,False,5,,False,(813) 752-9463,False,,False,False,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,ROBERT ROBISON,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,DOVER,US,FL,P O BOX 1596,33527,01-MAY-02,0,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,4,FL,False,False,False,False,N,DOVER,US,FL,3538 LINDSEY ST,33527,,,0,0,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,(813) 477-9453,,,0.0,0.0,0.0,2.0,0.0,0.0,False,False,10800,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
1,08-MAY-02,,,False,,,C,False,False,False,,,,,1026996,False,1,,False,,False,,False,True,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,WALTER PETERSON,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,ADAIR,US,IA,3235 GRANT AVE,50002,30-APR-02,0,,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,IA,False,False,False,False,N,ADAIR,US,IA,3235 GRANT AVE,50002,,,0,0,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(641) 742-3665,,,1.0,0.0,0.0,1.0,0.0,0.0,False,False,10801,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
2,08-MAY-02,,,False,,,A,False,False,False,,,,,1026997,False,2,TRANSPORT.ONESTOP@GMAIL.COM,False,,False,,False,False,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,THACKER TRANSPORT INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,RIGBY,US,ID,4715 EAST 200 NORTH,83442,13-JUL-22,124000,2021.0,False,,False,True,0.0,0.0,0.0,0.0,0.0,0.0,1,ID,False,False,False,False,N,RIGBY,US,ID,4715 EAST 200 NORTH,83442,,,124000,2021,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(208) 351-3866,,,1.0,0.0,0.0,1.0,0.0,0.0,False,False,10802,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
3,08-MAY-02,,,False,,,C,False,False,False,True,,,,1027000,False,1,SLINKYTWINKIE38@GMAIL.COM,False,,False,,False,False,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,GEORGE A HUGGINS,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,GARDNER,US,KS,PO BOX 251,66030-0251,18-FEB-22,13678,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,KS,False,False,False,False,N,POMONA,US,KS,1241 PAWNEE,66067-8928,,,13678,2021,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(913) 406-2766,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,10803,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
4,08-MAY-02,,,False,,,A,False,False,False,,,,,1027001,False,16,NANCY@NYWTC.COM,False,(718) 388-8097,True,,False,False,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,NEW YUNG WAH CARRIER LLC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BROOKLYN,US,NY,311 RICHARDSON STREET,11222,02-MAR-21,950000,2020.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,28,NY,False,False,False,False,N,BROOKLYN,US,NY,311 RICHARDSON STREET,11222,,,950000,2020,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,(718) 388-3322,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,10804,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
5,08-MAY-02,,,False,,,A,False,False,False,True,,,,1027002,False,2,,False,,False,,False,False,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,ANTHONY BRADLEY CONTRACTORS,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CHURCHVILLE,US,PA,204 HILLTOP DRIVE,18966,01-NOV-21,5000,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,PA,False,False,False,False,N,CHURCHVILLE,US,PA,204 HILLTOP DRIVE,18966,,,5000,2021,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,(215) 728-1685,,,2.0,0.0,0.0,0.0,0.0,0.0,False,False,10805,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
6,08-MAY-02,,,False,,,A,False,False,False,,,,,1027003,False,2,LCONNELLY@USAVGROUP.COM,False,(262) 814-2006,False,,True,False,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,USAV GROUP INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,MUSKEGO,US,WI,S84W18768 ENTERPRISE DR,53150,15-MAR-22,50000,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,2,WI,False,False,False,False,N,MUSKEGO,US,WI,S84W18768 ENTERPRISE DR,53150,,,50000,2021,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,(262) 814-2000,,,0.0,0.0,0.0,0.0,0.0,1.0,False,False,10806,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
7,08-MAY-02,,,False,,True,C,False,False,False,,,,,1027004,False,1,,False,(201) 941-6817,False,,False,False,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,THEBERGE CABINETS INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,FAIRVIEW,US,NJ,202 BROAD AVENUE,07022,03-MAY-06,79324,2006.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,NJ,False,False,False,False,N,FAIRVIEW,US,NJ,202 BROAD AVENUE,07022,,,0,0,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(201) 941-1141,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,10807,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
8,08-MAY-02,,,False,,,A,False,False,False,,,,,1027007,False,15,PATTERSONTRUCKING71@GMAIL.COM,False,(812) 814-3044,False,,True,False,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,ROBERT PATTERSON TRUCKING INC,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,TERRE HAUTE,US,IN,5607 WEST EVANS DRIVE,47802,03-JUN-22,1207907,2021.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,19,IN,False,False,False,False,N,TERRE HAUTE,US,IN,5607 WEST EVANS DRIVE,47802,,,1207907,2021,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(812) 243-7181,,,5.0,2.0,0.0,14.0,5.0,0.0,False,False,10808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
9,08-MAY-02,,,False,,,C,False,False,False,True,,,,1027008,False,1,,False,,False,,False,False,N,False,0.0,0.0,0.0,0.0,0.0,0.0,False,,DENNIS W GUY,False,False,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,BELLE HAVEN,US,VA,P O BOX 12,23306,10-AUG-10,20000,2001.0,False,,False,False,0.0,0.0,0.0,0.0,0.0,0.0,1,VA,False,False,False,False,N,BELLE HAVEN,US,VA,13291 INDIAN TRAIL RD,23306,,,0,0,False,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,(757) 442-4130,,,0.0,0.0,0.0,0.0,0.0,0.0,False,False,10809,,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,False,False,False,False
